,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,RTH,TIF,,
DBC,DU3053535,4200,,67,1.79769313486232E+308,TRAIL,SELL,0.45,0,14.47,,False,GTC,,
DBC,DU3053535,4199,,67,1.79769313486232E+308,LMT,SELL,0,16.04,17.04,,True,GTC,,
DBC,DU3053535,4198,,67,1.79769313486232E+308,LMT,BUY,0,15.21,16.21,,True,GTC,,,20201228 09:30:00 EST, 319355208≥+14.92, 319355208≥+106200,margin ≥+20
LCUT,DU3053535,4213,,61,1.79769313486232E+308,LMT,BUY,0,16.66,17.66,,True,GTC,,,20201228 09:30:00 EST, 271138≥+16.33, 271138≥+21055,margin ≥+20
EBSB,DU3053535,4209,,64,1.79769313486232E+308,TRAIL,SELL,0.86,0,14.61,,False,GTC,,
EBSB,DU3053535,4208,,64,1.79769313486232E+308,LMT,SELL,0,17.63,18.63,,True,GTC,,
EBSB,DU3053535,4207,,64,1.79769313486232E+308,LMT,BUY,0,15.78,16.78,,True,GTC,,,20201228 09:30:00 EST, 162227554≥+15.47, 162227554≥+63782,margin ≥+20
HMLP,DU3053535,4206,,64,1.79769313486232E+308,TRAIL,SELL,1.09,0,14.32,,False,GTC,,
HBT,DU3053535,4221,,61,1.79769313486232E+308,TRAIL,SELL,0.9,0,15.31,,False,GTC,,
HBT,DU3053535,4220,,61,1.79769313486232E+308,LMT,SELL,0,18.46,19.46,,True,GTC,,
HBT,DU3053535,4219,,61,1.79769313486232E+308,LMT,BUY,0,16.53,17.53,,True,GTC,,,20201228 09:30:00 EST, 387014894≥+16.21, 387014894≥+49218,margin ≥+20
LCUT,DU3053535,4215,,61,1.79769313486232E+308,TRAIL,SELL,1.38,0,14.95,,False,GTC,,
LCUT,DU3053535,4214,,61,1.79769313486232E+308,LMT,SELL,0,19.78,20.78,,True,GTC,,
RVSB,DU3053535,4037,,171,1.79769313486232E+308,LMT,SELL,0,7.03,8.03,,True,GTC,,
RVSB,DU3053535,4036,,171,1.79769313486232E+308,LMT,BUY,0,5.95,6.95,,True,GTC,,,20201228 09:30:00 EST, 4817655≥+5.83, 4817655≥+23327,margin ≥+20
CIA,DU3053535,4044,,154,1.79769313486232E+308,TRAIL,SELL,0.44,0,6.03,,False,GTC,,
CIA,DU3053535,4043,,154,1.79769313486232E+308,LMT,SELL,0,7.58,8.58,,True,GTC,,
CIA,DU3053535,4042,,154,1.79769313486232E+308,LMT,BUY,0,6.6,7.6,,True,GTC,,,20201228 09:30:00 EST, 754105≥+6.47, 754105≥+40145,margin ≥+20
RVSB,DU3053535,4038,,171,1.79769313486232E+308,TRAIL,SELL,0.48,0,5.35,,False,GTC,,
WNEB,DU3053535,4053,,141,1.79769313486232E+308,TRAIL,SELL,0.44,0,6.6,,False,GTC,,
WNEB,DU3053535,4052,,141,1.79769313486232E+308,LMT,SELL,0,8.16,9.16,,True,GTC,,
WNEB,DU3053535,4051,,141,1.79769313486232E+308,LMT,BUY,0,7.19,8.19,,True,GTC,,,20201228 09:30:00 EST, 252506880≥+7.05, 252506880≥+22964,margin ≥+20
CLPR,DU3053535,4050,,141,1.79769313486232E+308,TRAIL,SELL,0.6,0,6.48,,False,GTC,,
CLPR,DU3053535,4049,,141,1.79769313486232E+308,LMT,SELL,0,8.57,9.57,,True,GTC,,
CLPR,DU3053535,4048,,141,1.79769313486232E+308,LMT,BUY,0,7.22,8.22,,True,GTC,,,20201228 09:30:00 EST, 265109878≥+7.08, 265109878≥+68545,margin ≥+20
BXG,DU3053535,4059,,131,1.79769313486232E+308,TRAIL,SELL,0.69,0,6.9,,False,GTC,,
BXG,DU3053535,4058,,131,1.79769313486232E+308,LMT,SELL,0,9.31,10.31,,True,GTC,,
BXG,DU3053535,4057,,131,1.79769313486232E+308,LMT,BUY,0,7.74,8.74,,True,GTC,,,20201228 09:30:00 EST, 296320248≥+7.59, 296320248≥+21618,margin ≥+20
PCTI,DU3053535,4056,,138,1.79769313486232E+308,TRAIL,SELL,0.53,0,6.69,,False,GTC,,
PCTI,DU3053535,4055,,138,1.79769313486232E+308,LMT,SELL,0,8.56,9.56,,True,GTC,,
PCTI,DU3053535,4054,,138,1.79769313486232E+308,LMT,BUY,0,7.37,8.37,,True,GTC,,,20201228 09:30:00 EST, 6525521≥+7.23, 6525521≥+30582,margin ≥+20
BHC,DU3053535,4005,,45,1.79769313486232E+308,TRAIL,SELL,1.28,0,20.56,,False,GTC,,
BHC,DU3053535,4004,,45,1.79769313486232E+308,LMT,SELL,0,25.05,26.05,,True,GTC,,
BHC,DU3053535,4003,,45,1.79769313486232E+308,LMT,BUY,0,22.28,23.28,,True,GTC,,,20201228 09:30:00 EST, 325536414≥+21.85, 325536414≥+461545,margin ≥+20
BKCC,DU3053535,4002,,339,1.79769313486232E+308,TRAIL,SELL,0.22,0,2.73,,False,GTC,,
BKCC,DU3053535,4001,,339,1.79769313486232E+308,LMT,SELL,0,3.49,4.49,,True,GTC,,
BKCC,DU3053535,4000,,339,1.79769313486232E+308,LMT,BUY,0,3,4,,True,GTC,,,20201228 09:30:00 EST, 44965120≥+2.95, 44965120≥+21291,margin ≥+20
BLMN,DU3053535,3999,,50,1.79769313486232E+308,TRAIL,SELL,1.4,0,18.59,,False,GTC,,
BLMN,DU3053535,3998,,50,1.79769313486232E+308,LMT,SELL,0,23.5,24.5,,True,GTC,,
BDN,DU3053535,4013,,79,1.79769313486232E+308,LMT,SELL,0,14.65,15.65,,True,GTC,,
BDN,DU3053535,4012,,79,1.79769313486232E+308,LMT,BUY,0,12.91,13.91,,True,GTC,,,20201228 09:30:00 EST, 2586487≥+12.65, 2586487≥+533218,margin ≥+20
BDSI,DU3053535,4011,,208,1.79769313486232E+308,TRAIL,SELL,0.4,0,4.39,,False,GTC,,
BDSI,DU3053535,4010,,208,1.79769313486232E+308,LMT,SELL,0,5.8,6.8,,True,GTC,,
BDSI,DU3053535,4009,,208,1.79769313486232E+308,LMT,BUY,0,4.89,5.89,,True,GTC,,,20201228 09:30:00 EST, 15738529≥+4.8, 15738529≥+184309,margin ≥+20
BGY,DU3053535,4008,,167,1.79769313486232E+308,TRAIL,SELL,0.17,0,5.8,,False,GTC,,
BGY,DU3053535,4007,,167,1.79769313486232E+308,LMT,SELL,0,6.4,7.4,,True,GTC,,
BGY,DU3053535,4006,,167,1.79769313486232E+308,LMT,BUY,0,6.09,7.09,,True,GTC,,,20201228 09:30:00 EST, 44290421≥+5.97, 44290421≥+35545,margin ≥+20
SBT,DU3053535,4021,,212,1.79769313486232E+308,LMT,BUY,0,4.8,5.8,,True,GTC,,,20201228 09:30:00 EST, 296466069≥+4.7, 296466069≥+48182,margin ≥+20
BCS,DU3053535,4020,,117,1.79769313486232E+308,TRAIL,SELL,0.76,0,7.75,,False,GTC,,
BCS,DU3053535,4019,,117,1.79769313486232E+308,LMT,SELL,0,10.4,11.4,,True,GTC,,
BCS,DU3053535,4018,,117,1.79769313486232E+308,LMT,BUY,0,8.68,9.68,,True,GTC,,,20201228 09:30:00 EST, 4854≥+8.51, 4854≥+524382,margin ≥+20
BCSF,DU3053535,4017,,74,1.79769313486232E+308,TRAIL,SELL,0.77,0,12.59,,False,GTC,,
BCSF,DU3053535,4016,,74,1.79769313486232E+308,LMT,SELL,0,15.28,16.28,,True,GTC,,
BCSF,DU3053535,4015,,74,1.79769313486232E+308,LMT,BUY,0,13.62,14.62,,True,GTC,,,20201228 09:30:00 EST, 341513071≥+13.36, 341513071≥+169855,margin ≥+20
BDN,DU3053535,4014,,79,1.79769313486232E+308,TRAIL,SELL,0.8,0,11.86,,False,GTC,,
SBT,DU3053535,4023,,212,1.79769313486232E+308,TRAIL,SELL,0.38,0,4.32,,False,GTC,,
SBT,DU3053535,4022,,212,1.79769313486232E+308,LMT,SELL,0,5.65,6.65,,True,GTC,,
OSBC,DU3053535,4101,,92,1.79769313486232E+308,TRAIL,SELL,0.79,0,10.03,,False,GTC,,
OSBC,DU3053535,4100,,92,1.79769313486232E+308,LMT,SELL,0,12.79,13.79,,True,GTC,,
OSBC,DU3053535,4099,,92,1.79769313486232E+308,LMT,BUY,0,11.03,12.03,,True,GTC,,,20201228 09:30:00 EST, 3655785≥+10.82, 3655785≥+34073,margin ≥+20
CCIV U,DU3053535,4098,,95,1.79769313486232E+308,TRAIL,SELL,0.23,0,10.24,,False,GTC,,
CCIV U,DU3053535,4097,,95,1.79769313486232E+308,LMT,SELL,0,11.05,12.05,,True,GTC,,
CCIV U,DU3053535,4096,,95,1.79769313486232E+308,LMT,BUY,0,10.68,11.68,,True,GTC,,,20201228 09:30:00 EST, 436980124≥+10.47, 436980124≥+20545,margin ≥+20
NBA,DU3053535,4095,,95,1.79769313486232E+308,TRAIL,SELL,0.44,0,10.05,,False,GTC,,
NBA,DU3053535,4094,,95,1.79769313486232E+308,LMT,SELL,0,11.59,12.59,,True,GTC,,
MOTV U,DU3053535,4109,,94,1.79769313486232E+308,LMT,SELL,0,11.17,12.17,,True,GTC,,
MOTV U,DU3053535,4108,,94,1.79769313486232E+308,LMT,BUY,0,10.78,11.78,,True,GTC,,,20201228 09:30:00 EST, 459557814≥+10.57, 459557814≥+23300,margin ≥+20
IGACU,DU3053535,4107,,88,1.79769313486232E+308,TRAIL,SELL,0.63,0,10.72,,False,GTC,,
IGACU,DU3053535,4106,,88,1.79769313486232E+308,LMT,SELL,0,12.93,13.93,,True,GTC,,
IGACU,DU3053535,4105,,88,1.79769313486232E+308,LMT,BUY,0,11.58,12.58,,True,GTC,,,20201228 09:30:00 EST, 448082189≥+11.35, 448082189≥+42200,margin ≥+20
SAIIU,DU3053535,4104,,94,1.79769313486232E+308,TRAIL,SELL,0.2,0,10.36,,False,GTC,,
SAIIU,DU3053535,4103,,94,1.79769313486232E+308,LMT,SELL,0,11.06,12.06,,True,GTC,,
SAIIU,DU3053535,4102,,94,1.79769313486232E+308,LMT,BUY,0,10.77,11.77,,True,GTC,,,20201228 09:30:00 EST, 445238012≥+10.56, 445238012≥+45491,margin ≥+20
MCAC,DU3053535,4117,,88,1.79769313486232E+308,LMT,BUY,0,11.53,12.53,,True,GTC,,,20201228 09:30:00 EST, 442106643≥+11.3, 442106643≥+34855,margin ≥+20
ASAQ U,DU3053535,4116,,93,1.79769313486232E+308,TRAIL,SELL,0.32,0,10.36,,False,GTC,,
ASAQ U,DU3053535,4115,,93,1.79769313486232E+308,LMT,SELL,0,11.48,12.48,,True,GTC,,
ASAQ U,DU3053535,4114,,93,1.79769313486232E+308,LMT,BUY,0,10.89,11.89,,True,GTC,,,20201228 09:30:00 EST, 448366604≥+10.68, 448366604≥+27273,margin ≥+20
CZWI,DU3053535,4113,,88,1.79769313486232E+308,TRAIL,SELL,0.71,0,10.63,,False,GTC,,
CZWI,DU3053535,4112,,88,1.79769313486232E+308,LMT,SELL,0,13.12,14.12,,True,GTC,,
CZWI,DU3053535,4111,,88,1.79769313486232E+308,LMT,BUY,0,11.57,12.57,,True,GTC,,,20201228 09:30:00 EST, 41545062≥+11.34, 41545062≥+37200,margin ≥+20
MOTV U,DU3053535,4110,,94,1.79769313486232E+308,TRAIL,SELL,0.24,0,10.33,,False,GTC,,
BOAC U,DU3053535,4125,,81,1.79769313486232E+308,TRAIL,SELL,0.78,0,11.42,,False,GTC,,
BOAC U,DU3053535,4124,,81,1.79769313486232E+308,LMT,SELL,0,14.16,15.16,,True,GTC,,
BOAC U,DU3053535,4123,,81,1.79769313486232E+308,LMT,BUY,0,12.45,13.45,,True,GTC,,,20201228 09:30:00 EST, 452191180≥+12.2, 452191180≥+22473,margin ≥+20
AJX,DU3053535,4122,,90,1.79769313486232E+308,TRAIL,SELL,0.69,0,10.37,,False,GTC,,
AJX,DU3053535,4121,,90,1.79769313486232E+308,LMT,SELL,0,12.78,13.78,,True,GTC,,
AJX,DU3053535,4120,,90,1.79769313486232E+308,LMT,BUY,0,11.28,12.28,,True,GTC,,,20201228 09:30:00 EST, 183532865≥+11.06, 183532865≥+21200,margin ≥+20
MCAC,DU3053535,4119,,88,1.79769313486232E+308,TRAIL,SELL,0.78,0,10.52,,False,GTC,,
MCAC,DU3053535,4118,,88,1.79769313486232E+308,LMT,SELL,0,13.24,14.24,,True,GTC,,
DBO,DU3053535,4069,,114,1.79769313486232E+308,LMT,BUY,0,8.89,9.89,,True,GTC,,,20201228 09:30:00 EST, 319355742≥+8.72, 319355742≥+27455,margin ≥+20
BAK,DU3053535,4068,,104,1.79769313486232E+308,TRAIL,SELL,0.69,0,8.84,,False,GTC,,
BAK,DU3053535,4067,,104,1.79769313486232E+308,LMT,SELL,0,11.27,12.27,,True,GTC,,
BAK,DU3053535,4066,,104,1.79769313486232E+308,LMT,BUY,0,9.73,10.73,,True,GTC,,,20201228 09:30:00 EST, 6607745≥+9.54, 6607745≥+220145,margin ≥+20
CRD B,DU3053535,4065,,117,1.79769313486232E+308,TRAIL,SELL,0.65,0,7.85,,False,GTC,,
CRD B,DU3053535,4064,,117,1.79769313486232E+308,LMT,SELL,0,10.14,11.14,,True,GTC,,
CRD B,DU3053535,4063,,117,1.79769313486232E+308,LMT,BUY,0,8.68,9.68,,True,GTC,,,20201228 09:30:00 EST, 6037≥+8.51, 6037≥+22709,margin ≥+20
GLAD,DU3053535,4077,,108,1.79769313486232E+308,TRAIL,SELL,0.43,0,8.83,,False,GTC,,
GLAD,DU3053535,4076,,108,1.79769313486232E+308,LMT,SELL,0,10.32,11.32,,True,GTC,,
GLAD,DU3053535,4075,,108,1.79769313486232E+308,LMT,BUY,0,9.44,10.44,,True,GTC,,,20201228 09:30:00 EST, 14487907≥+9.25, 14487907≥+26127,margin ≥+20
PSLV,DU3053535,4074,,107,1.79769313486232E+308,TRAIL,SELL,0.53,0,8.8,,False,GTC,,
PSLV,DU3053535,4073,,107,1.79769313486232E+308,LMT,SELL,0,10.67,11.67,,True,GTC,,
PSLV,DU3053535,4072,,107,1.79769313486232E+308,LMT,BUY,0,9.52,10.52,,True,GTC,,,20201228 09:30:00 EST, 80425147≥+9.34, 80425147≥+35600,margin ≥+20
DBO,DU3053535,4071,,114,1.79769313486232E+308,TRAIL,SELL,0.39,0,8.33,,False,GTC,,
DBO,DU3053535,4070,,114,1.79769313486232E+308,LMT,SELL,0,9.71,10.71,,True,GTC,,
SMED,DU3053535,4083,,98,1.79769313486232E+308,TRAIL,SELL,0.89,0,9.27,,False,GTC,,
SMED,DU3053535,4082,,98,1.79769313486232E+308,LMT,SELL,0,12.39,13.39,,True,GTC,,
SMED,DU3053535,4081,,98,1.79769313486232E+308,LMT,BUY,0,10.36,11.36,,True,GTC,,,20201228 09:30:00 EST, 30216218≥+10.16, 30216218≥+23964,margin ≥+20
PICO,DU3053535,4080,,104,1.79769313486232E+308,TRAIL,SELL,0.63,0,8.92,,False,GTC,,
PICO,DU3053535,4079,,104,1.79769313486232E+308,LMT,SELL,0,11.13,12.13,,True,GTC,,
PICO,DU3053535,4078,,104,1.79769313486232E+308,LMT,BUY,0,9.74,10.74,,True,GTC,,,20201228 09:30:00 EST, 4816598≥+9.55, 4816598≥+26073,margin ≥+20
NBA,DU3053535,4093,,95,1.79769313486232E+308,LMT,BUY,0,10.7,11.7,,True,GTC,,,20201228 09:30:00 EST, 455969678≥+10.49, 455969678≥+27382,margin ≥+20
CARE,DU3053535,4092,,88,1.79769313486232E+308,TRAIL,SELL,1.02,0,10.24,,False,GTC,,
CARE,DU3053535,4091,,88,1.79769313486232E+308,LMT,SELL,0,13.79,14.79,,True,GTC,,
CARE,DU3053535,4090,,88,1.79769313486232E+308,LMT,BUY,0,11.48,12.48,,True,GTC,,,20201228 09:30:00 EST, 456801241≥+11.25, 456801241≥+20691,margin ≥+20
NESR,DU3053535,4089,,96,1.79769313486232E+308,TRAIL,SELL,0.77,0,9.64,,False,GTC,,
NESR,DU3053535,4088,,96,1.79769313486232E+308,LMT,SELL,0,12.34,13.34,,True,GTC,,
NESR,DU3053535,4087,,96,1.79769313486232E+308,LMT,BUY,0,10.62,11.62,,True,GTC,,,20201228 09:30:00 EST, 278169018≥+10.41, 278169018≥+26782,margin ≥+20
PPL,DU3053535,4933,,34,1.79769313486232E+308,LMT,BUY,0,29.31,30.31,,True,GTC,,,20201228 09:30:00 EST, 661547≥+28.73, 661547≥+3781255,margin ≥+20
SCSC,DU3053535,4932,,35,1.79769313486232E+308,TRAIL,SELL,2.24,0,26.26,,False,GTC,,
SCSC,DU3053535,4931,,35,1.79769313486232E+308,LMT,SELL,0,34.11,35.11,,True,GTC,,
SCSC,DU3053535,4930,,35,1.79769313486232E+308,LMT,BUY,0,29.07,30.07,,True,GTC,,,20201228 09:30:00 EST, 4817876≥+28.5, 4817876≥+61182,margin ≥+20
PRIM,DU3053535,4929,,34,1.79769313486232E+308,TRAIL,SELL,1.71,0,27.5,,False,GTC,,
PRIM,DU3053535,4928,,34,1.79769313486232E+308,LMT,SELL,0,33.49,34.49,,True,GTC,,
PRIM,DU3053535,4927,,34,1.79769313486232E+308,LMT,BUY,0,29.8,30.8,,True,GTC,,,20201228 09:30:00 EST, 53509761≥+29.21, 53509761≥+112055,margin ≥+20
SHYF,DU3053535,4926,,33,1.79769313486232E+308,TRAIL,SELL,1.94,0,27.86,,False,GTC,,
TRGP,DU3053535,4941,,33,1.79769313486232E+308,TRAIL,SELL,2.52,0,27.36,,False,GTC,,
TRGP,DU3053535,4940,,33,1.79769313486232E+308,LMT,SELL,0,36.18,37.18,,True,GTC,,
TRGP,DU3053535,4939,,33,1.79769313486232E+308,LMT,BUY,0,30.48,31.48,,True,GTC,,,20201228 09:30:00 EST, 81671838≥+29.88, 81671838≥+780236,margin ≥+20
WHD,DU3053535,4938,,34,1.79769313486232E+308,TRAIL,SELL,2.29,0,26.68,,False,GTC,,
WHD,DU3053535,4937,,34,1.79769313486232E+308,LMT,SELL,0,34.71,35.71,,True,GTC,,
WHD,DU3053535,4936,,34,1.79769313486232E+308,LMT,BUY,0,29.56,30.56,,True,GTC,,,20201228 09:30:00 EST, 305881950≥+28.98, 305881950≥+152364,margin ≥+20
PPL,DU3053535,4935,,34,1.79769313486232E+308,TRAIL,SELL,1.42,0,27.31,,False,GTC,,
PPL,DU3053535,4934,,34,1.79769313486232E+308,LMT,SELL,0,32.29,33.29,,True,GTC,,
DLX,DU3053535,4949,,34,1.79769313486232E+308,LMT,SELL,0,35.24,36.24,,True,GTC,,
DLX,DU3053535,4948,,34,1.79769313486232E+308,LMT,BUY,0,29.67,30.67,,True,GTC,,,20201228 09:30:00 EST, 6482≥+29.09, 6482≥+132145,margin ≥+20
FOX,DU3053535,4947,,33,1.79769313486232E+308,TRAIL,SELL,1.69,0,28.08,,False,GTC,,
FOX,DU3053535,4946,,33,1.79769313486232E+308,LMT,SELL,0,34,35,,True,GTC,,
FOX,DU3053535,4945,,33,1.79769313486232E+308,LMT,BUY,0,30.37,31.37,,True,GTC,,,20201228 09:30:00 EST, 356858007≥+29.77, 356858007≥+687764,margin ≥+20
DISCA,DU3053535,4944,,32,1.79769313486232E+308,TRAIL,SELL,2.09,0,28.26,,False,GTC,,
DISCA,DU3053535,4943,,32,1.79769313486232E+308,LMT,SELL,0,35.56,36.56,,True,GTC,,
DISCA,DU3053535,4942,,32,1.79769313486232E+308,LMT,BUY,0,30.95,31.95,,True,GTC,,,20201228 09:30:00 EST, 53855036≥+30.34, 53855036≥+2286964,margin ≥+20
BXMT,DU3053535,4957,,33,1.79769313486232E+308,LMT,BUY,0,30.42,31.42,,True,GTC,,,20201228 09:30:00 EST, 127149807≥+29.82, 127149807≥+315200,margin ≥+20
BXS,DU3053535,4956,,33,1.79769313486232E+308,TRAIL,SELL,1.54,0,27.87,,False,GTC,,
BXS,DU3053535,4955,,33,1.79769313486232E+308,LMT,SELL,0,33.27,34.27,,True,GTC,,
BXS,DU3053535,4954,,33,1.79769313486232E+308,LMT,BUY,0,30,31,,True,GTC,,,20201228 09:30:00 EST, 294631954≥+29.41, 294631954≥+272127,margin ≥+20
GMS,DU3053535,4953,,32,1.79769313486232E+308,TRAIL,SELL,2.23,0,28.81,,False,GTC,,
GMS,DU3053535,4952,,32,1.79769313486232E+308,LMT,SELL,0,36.61,37.61,,True,GTC,,
GMS,DU3053535,4951,,32,1.79769313486232E+308,LMT,BUY,0,31.66,32.66,,True,GTC,,,20201228 09:30:00 EST, 234662857≥+31.04, 234662857≥+215782,margin ≥+20
DLX,DU3053535,4950,,34,1.79769313486232E+308,TRAIL,SELL,2.46,0,26.63,,False,GTC,,
MMYT,DU3053535,4901,,34,1.79769313486232E+308,LMT,SELL,0,35.12,36.12,,True,GTC,,
MMYT,DU3053535,4900,,34,1.79769313486232E+308,LMT,BUY,0,29.71,30.71,,True,GTC,,,20201228 09:30:00 EST, 77879741≥+29.13, 77879741≥+50236,margin ≥+20
CHA,DU3053535,4899,,34,1.79769313486232E+308,TRAIL,SELL,1.42,0,27.9,,False,GTC,,
CHA,DU3053535,4898,,34,1.79769313486232E+308,LMT,SELL,0,32.88,33.88,,True,GTC,,
CHA,DU3053535,4897,,34,1.79769313486232E+308,LMT,BUY,0,29.91,30.91,,True,GTC,,,20201228 09:30:00 EST, 16516843≥+29.32, 16516843≥+46473,margin ≥+20
AVTR,DU3053535,4896,,34,1.79769313486232E+308,TRAIL,SELL,1.66,0,27.2,,False,GTC,,
AVTR,DU3053535,4895,,34,1.79769313486232E+308,LMT,SELL,0,32.99,33.99,,True,GTC,,
AVTR,DU3053535,4894,,34,1.79769313486232E+308,LMT,BUY,0,29.43,30.43,,True,GTC,,,20201228 09:30:00 EST, 366131368≥+28.85, 366131368≥+1460000,margin ≥+20
TRMK,DU3053535,4909,,34,1.79769313486232E+308,LMT,BUY,0,29.42,30.42,,True,GTC,,,20201228 09:30:00 EST, 275298≥+28.84, 275298≥+171473,margin ≥+20
AEL,DU3053535,4908,,33,1.79769313486232E+308,TRAIL,SELL,2.29,0,27.58,,False,GTC,,
AEL,DU3053535,4907,,33,1.79769313486232E+308,LMT,SELL,0,35.61,36.61,,True,GTC,,
AEL,DU3053535,4906,,33,1.79769313486232E+308,LMT,BUY,0,30.47,31.47,,True,GTC,,,20201228 09:30:00 EST, 26968570≥+29.88, 26968570≥+740218,margin ≥+20
CPSI,DU3053535,4905,,34,1.79769313486232E+308,TRAIL,SELL,1.77,0,27.44,,False,GTC,,
CPSI,DU3053535,4904,,34,1.79769313486232E+308,LMT,SELL,0,33.64,34.64,,True,GTC,,
CPSI,DU3053535,4903,,34,1.79769313486232E+308,LMT,BUY,0,29.8,30.8,,True,GTC,,,20201228 09:30:00 EST, 15018602≥+29.21, 15018602≥+49109,margin ≥+20
MMYT,DU3053535,4902,,34,1.79769313486232E+308,TRAIL,SELL,2.4,0,26.73,,False,GTC,,
UCBI,DU3053535,4917,,34,1.79769313486232E+308,TRAIL,SELL,1.43,0,27.86,,False,GTC,,
UCBI,DU3053535,4916,,34,1.79769313486232E+308,LMT,SELL,0,32.87,33.87,,True,GTC,,
UCBI,DU3053535,4915,,34,1.79769313486232E+308,LMT,BUY,0,29.87,30.87,,True,GTC,,,20201228 09:30:00 EST, 89596963≥+29.29, 89596963≥+483564,margin ≥+20
GIL,DU3053535,4914,,34,1.79769313486232E+308,TRAIL,SELL,1.58,0,27.72,,False,GTC,,
GIL,DU3053535,4913,,34,1.79769313486232E+308,LMT,SELL,0,33.25,34.25,,True,GTC,,
GIL,DU3053535,4912,,34,1.79769313486232E+308,LMT,BUY,0,29.88,30.88,,True,GTC,,,20201228 09:30:00 EST, 6227314≥+29.3, 6227314≥+37200,margin ≥+20
TRMK,DU3053535,4911,,34,1.79769313486232E+308,TRAIL,SELL,1.68,0,27.16,,False,GTC,,
TRMK,DU3053535,4910,,34,1.79769313486232E+308,LMT,SELL,0,33.04,34.04,,True,GTC,,
SHYF,DU3053535,4925,,33,1.79769313486232E+308,LMT,SELL,0,34.64,35.64,,True,GTC,,
SHYF,DU3053535,4924,,33,1.79769313486232E+308,LMT,BUY,0,30.39,31.39,,True,GTC,,,20201228 09:30:00 EST, 424737161≥+29.8, 424737161≥+56455,margin ≥+20
BBJP,DU3053535,4923,,35,1.79769313486232E+308,TRAIL,SELL,0.56,0,27.58,,False,GTC,,
BBJP,DU3053535,4922,,35,1.79769313486232E+308,LMT,SELL,0,29.54,30.54,,True,GTC,,
BBJP,DU3053535,4921,,35,1.79769313486232E+308,LMT,BUY,0,28.71,29.71,,True,GTC,,,20201228 09:30:00 EST, 321533907≥+28.14, 321533907≥+195727,margin ≥+20
AMLP,DU3053535,4920,,34,1.79769313486232E+308,TRAIL,SELL,1.85,0,27.2,,False,GTC,,
AMLP,DU3053535,4919,,34,1.79769313486232E+308,LMT,SELL,0,33.68,34.68,,True,GTC,,
AMLP,DU3053535,4918,,34,1.79769313486232E+308,LMT,BUY,0,29.63,30.63,,True,GTC,,,20201228 09:30:00 EST, 419585780≥+29.05, 419585780≥+144436,margin ≥+20
KBR,DU3053535,4997,,32,1.79769313486232E+308,LMT,SELL,0,34.6,35.6,,True,GTC,,
KBR,DU3053535,4996,,32,1.79769313486232E+308,LMT,BUY,0,31.2,32.2,,True,GTC,,,20201228 09:30:00 EST, 41552939≥+30.59, 41552939≥+443582,margin ≥+20
OBNK,DU3053535,4995,,33,1.79769313486232E+308,TRAIL,SELL,2.3,0,27.86,,False,GTC,,
OBNK,DU3053535,4994,,33,1.79769313486232E+308,LMT,SELL,0,35.9,36.9,,True,GTC,,
OBNK,DU3053535,4993,,33,1.79769313486232E+308,LMT,BUY,0,30.76,31.76,,True,GTC,,,20201228 09:30:00 EST, 317116247≥+30.15, 317116247≥+29836,margin ≥+20
CHSCO,DU3053535,4992,,34,1.79769313486232E+308,TRAIL,SELL,0.56,0,28.5,,False,GTC,,
CHSCO,DU3053535,4991,,34,1.79769313486232E+308,LMT,SELL,0,30.46,31.46,,True,GTC,,
CHSCO,DU3053535,4990,,34,1.79769313486232E+308,LMT,BUY,0,29.64,30.64,,True,GTC,,,20201228 09:30:00 EST, 135578719≥+29.06, 135578719≥+30945,margin ≥+20
AXTA,DU3053535,5005,,33,1.79769313486232E+308,LMT,BUY,0,30.59,31.59,,True,GTC,,,20201228 09:30:00 EST, 173253787≥+29.99, 173253787≥+438327,margin ≥+20
FITBI,DU3053535,5004,,33,1.79769313486232E+308,TRAIL,SELL,0.57,0,28.85,,False,GTC,,
FITBI,DU3053535,5003,,33,1.79769313486232E+308,LMT,SELL,0,30.86,31.86,,True,GTC,,
FITBI,DU3053535,5002,,33,1.79769313486232E+308,LMT,BUY,0,30.01,31.01,,True,GTC,,,20201228 09:30:00 EST, 140125011≥+29.43, 140125011≥+27455,margin ≥+20
SBGI,DU3053535,5001,,31,1.79769313486232E+308,TRAIL,SELL,2.81,0,29.18,,False,GTC,,
SBGI,DU3053535,5000,,31,1.79769313486232E+308,LMT,SELL,0,39,40,,True,GTC,,
SBGI,DU3053535,4999,,31,1.79769313486232E+308,LMT,BUY,0,32.63,33.63,,True,GTC,,,20201228 09:30:00 EST, 4817750≥+31.99, 4817750≥+599909,margin ≥+20
KBR,DU3053535,4998,,32,1.79769313486232E+308,TRAIL,SELL,1.6,0,28.99,,False,GTC,,
HCM,DU3053535,5013,,32,1.79769313486232E+308,TRAIL,SELL,2.1,0,28.78,,False,GTC,,
HCM,DU3053535,5012,,32,1.79769313486232E+308,LMT,SELL,0,36.15,37.15,,True,GTC,,
HCM,DU3053535,5011,,32,1.79769313486232E+308,LMT,BUY,0,31.51,32.51,,True,GTC,,,20201228 09:30:00 EST, 225588434≥+30.89, 225588434≥+38509,margin ≥+20
CCC,DU3053535,5010,,31,1.79769313486232E+308,TRAIL,SELL,1.55,0,29.91,,False,GTC,,
