,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
CRY,DU3053535,10532,,40,1.79769313486232E+308,LMT,SELL,0,30.35,31.35,,1.79769313486232E+308,True,GTC,,
CRY,DU3053535,10533,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.95,0,22.56,,-11.28,True,GTC,,
EPD,DU3053535,10530,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.25,0,20.61,,-10.3,True,GTC,,
CRY,DU3053535,10531,,40,1.79769313486232E+308,LMT,BUY,0,25,26,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 268064≥+24.51, 268064≥+115109,margin ≥+20
CNP,DU3053535,10552,,43,1.79769313486232E+308,LMT,BUY,0,23.4,24.4,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 8093≥+22.94, 8093≥+2405255,margin ≥+20
CNP,DU3053535,10553,,43,1.79769313486232E+308,LMT,SELL,0,27.21,28.21,,1.79769313486232E+308,True,GTC,,
BKR,DU3053535,10550,,43,1.79769313486232E+308,LMT,SELL,0,28.19,29.19,,1.79769313486232E+308,True,GTC,,
BKR,DU3053535,10551,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.69,0,21.42,,-10.71,True,GTC,,
WSC,DU3053535,10556,,42,1.79769313486232E+308,LMT,SELL,0,27.46,28.46,,1.79769313486232E+308,True,GTC,,
WSC,DU3053535,10557,,42,1.79769313486232E+308,TRAIL LIMIT,SELL,1.29,0,22.31,,-11.16,True,GTC,,
CNP,DU3053535,10554,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.42,0,21.51,,-10.75,True,GTC,,
WSC,DU3053535,10555,,42,1.79769313486232E+308,LMT,BUY,0,24.07,25.07,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 430976304≥+23.59, 430976304≥+880091,margin ≥+20
BUSE,DU3053535,10544,,44,1.79769313486232E+308,LMT,SELL,0,25.89,26.89,,1.79769313486232E+308,True,GTC,,
BUSE,DU3053535,10545,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.13,0,21.38,,-10.69,True,GTC,,
GTS,DU3053535,10542,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.48,0,21.54,,-10.77,True,GTC,,
BUSE,DU3053535,10543,,44,1.79769313486232E+308,LMT,BUY,0,22.96,23.96,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 205921718≥+22.51, 205921718≥+111873,margin ≥+20
BP,DU3053535,10548,,42,1.79769313486232E+308,TRAIL LIMIT,SELL,1.82,0,21.47,,-10.74,True,GTC,,
BKR,DU3053535,10549,,43,1.79769313486232E+308,LMT,BUY,0,23.57,24.57,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 281316445≥+23.11, 281316445≥+1135855,margin ≥+20
BP,DU3053535,10546,,42,1.79769313486232E+308,LMT,BUY,0,23.76,24.76,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 5171≥+23.29, 5171≥+1736873,margin ≥+20
BP,DU3053535,10547,,42,1.79769313486232E+308,LMT,SELL,0,28.77,29.77,,1.79769313486232E+308,True,GTC,,
EQBK,DU3053535,10504,,43,1.79769313486232E+308,LMT,BUY,0,23.36,24.36,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 212212695≥+22.9, 212212695≥+25873,margin ≥+20
EQBK,DU3053535,10505,,43,1.79769313486232E+308,LMT,SELL,0,28.43,29.43,,1.79769313486232E+308,True,GTC,,
ELF,DU3053535,10502,,41,1.79769313486232E+308,LMT,SELL,0,28.42,29.42,,1.79769313486232E+308,True,GTC,,
ELF,DU3053535,10503,,41,1.79769313486232E+308,TRAIL LIMIT,SELL,1.51,0,22.36,,-11.18,True,GTC,,
SFNC,DU3053535,10508,,44,1.79769313486232E+308,LMT,SELL,0,26.03,27.03,,1.79769313486232E+308,True,GTC,,
SFNC,DU3053535,10509,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.24,0,21.07,,-10.53,True,GTC,,
EQBK,DU3053535,10506,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.84,0,21.06,,-10.53,True,GTC,,
SFNC,DU3053535,10507,,44,1.79769313486232E+308,LMT,BUY,0,22.76,23.76,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 274268≥+22.31, 274268≥+312527,margin ≥+20
EPRT,DU3053535,10496,,44,1.79769313486232E+308,LMT,SELL,0,27.3,28.3,,1.79769313486232E+308,True,GTC,,
EPRT,DU3053535,10497,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.6,0,20.89,,-10.44,True,GTC,,
SATS,DU3053535,10494,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.85,0,21.02,,-10.51,True,GTC,,
EPRT,DU3053535,10495,,44,1.79769313486232E+308,LMT,BUY,0,22.94,23.94,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 322317091≥+22.49, 322317091≥+745109,margin ≥+20
IYE,DU3053535,10500,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.34,0,20.74,,-10.37,True,GTC,,
ELF,DU3053535,10501,,41,1.79769313486232E+308,LMT,BUY,0,24.35,25.35,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 248682005≥+23.88, 248682005≥+213327,margin ≥+20
IYE,DU3053535,10498,,45,1.79769313486232E+308,LMT,BUY,0,22.52,23.52,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 10190340≥+22.08, 10190340≥+69473,margin ≥+20
IYE,DU3053535,10499,,45,1.79769313486232E+308,LMT,SELL,0,26.09,27.09,,1.79769313486232E+308,True,GTC,,
ULH,DU3053535,10520,,43,1.79769313486232E+308,LMT,SELL,0,28.32,29.32,,1.79769313486232E+308,True,GTC,,
ULH,DU3053535,10521,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.73,0,21.41,,-10.7,True,GTC,,
E,DU3053535,10518,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.14,0,20.93,,-10.47,True,GTC,,
ULH,DU3053535,10519,,43,1.79769313486232E+308,LMT,BUY,0,23.6,24.6,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 33202307≥+23.14, 33202307≥+31509,margin ≥+20
CCNE,DU3053535,10524,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.94,0,21.05,,-10.53,True,GTC,,
EWS,DU3053535,10525,,45,1.79769313486232E+308,LMT,BUY,0,22.39,23.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 253190515≥+21.95, 253190515≥+35000,margin ≥+20
CCNE,DU3053535,10522,,43,1.79769313486232E+308,LMT,BUY,0,23.45,24.45,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4727775≥+22.99, 4727775≥+23509,margin ≥+20
CCNE,DU3053535,10523,,43,1.79769313486232E+308,LMT,SELL,0,28.81,29.81,,1.79769313486232E+308,True,GTC,,
MPW,DU3053535,10512,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.02,0,21.3,,-10.65,True,GTC,,
BFST,DU3053535,10513,,44,1.79769313486232E+308,LMT,BUY,0,22.73,23.73,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 313494192≥+22.28, 313494192≥+21764,margin ≥+20
MPW,DU3053535,10510,,44,1.79769313486232E+308,LMT,BUY,0,22.77,23.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 35111040≥+22.32, 35111040≥+1824364,margin ≥+20
MPW,DU3053535,10511,,44,1.79769313486232E+308,LMT,SELL,0,25.39,26.39,,1.79769313486232E+308,True,GTC,,
E,DU3053535,10516,,45,1.79769313486232E+308,LMT,BUY,0,22.51,23.51,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2007205≥+22.07, 2007205≥+23018,margin ≥+20
E,DU3053535,10517,,45,1.79769313486232E+308,LMT,SELL,0,25.47,26.47,,1.79769313486232E+308,True,GTC,,
BFST,DU3053535,10514,,44,1.79769313486232E+308,LMT,SELL,0,26.88,27.88,,1.79769313486232E+308,True,GTC,,
BFST,DU3053535,10515,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.53,0,20.75,,-10.37,True,GTC,,
GPS,DU3053535,10472,,45,1.79769313486232E+308,LMT,SELL,0,27.51,28.51,,1.79769313486232E+308,True,GTC,,
GPS,DU3053535,10473,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.77,0,20.43,,-10.22,True,GTC,,
GFF,DU3053535,10476,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.33,0,20.22,,-10.11,True,GTC,,
LEVI,DU3053535,10477,,44,1.79769313486232E+308,LMT,BUY,0,22.74,23.74,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 358053635≥+22.29, 358053635≥+286691,margin ≥+20
GFF,DU3053535,10474,,46,1.79769313486232E+308,LMT,BUY,0,21.99,22.99,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 611152≥+21.55, 611152≥+336055,margin ≥+20
GFF,DU3053535,10475,,46,1.79769313486232E+308,LMT,SELL,0,25.55,26.55,,1.79769313486232E+308,True,GTC,,
LORL,DU3053535,10466,,43,1.79769313486232E+308,LMT,SELL,0,29.45,30.45,,1.79769313486232E+308,True,GTC,,
LORL,DU3053535,10467,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,2.12,0,20.95,,-10.47,True,GTC,,
UTZ,DU3053535,10464,,42,1.79769313486232E+308,TRAIL LIMIT,SELL,2.13,0,21.43,,-10.72,True,GTC,,
LORL,DU3053535,10465,,43,1.79769313486232E+308,LMT,BUY,0,23.54,24.54,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 35370111≥+23.08, 35370111≥+26564,margin ≥+20
EXEL,DU3053535,10470,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.79,0,20.27,,-10.14,True,GTC,,
GPS,DU3053535,10471,,45,1.79769313486232E+308,LMT,BUY,0,22.64,23.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7765≥+22.2, 7765≥+2079000,margin ≥+20
EXEL,DU3053535,10468,,45,1.79769313486232E+308,LMT,BUY,0,22.5,23.5,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 8088389≥+22.06, 8088389≥+1044982,margin ≥+20
EXEL,DU3053535,10469,,45,1.79769313486232E+308,LMT,SELL,0,27.43,28.43,,1.79769313486232E+308,True,GTC,,
CNOB,DU3053535,10488,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.41,0,20.04,,-10.02,True,GTC,,
ZGNX,DU3053535,10489,,45,1.79769313486232E+308,LMT,BUY,0,22.64,23.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 198740963≥+22.19, 198740963≥+184691,margin ≥+20
CNOB,DU3053535,10486,,46,1.79769313486232E+308,LMT,BUY,0,21.88,22.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 159120379≥+21.45, 159120379≥+57982,margin ≥+20
CNOB,DU3053535,10487,,46,1.79769313486232E+308,LMT,SELL,0,25.68,26.68,,1.79769313486232E+308,True,GTC,,
SATS,DU3053535,10492,,43,1.79769313486232E+308,LMT,BUY,0,23.33,24.33,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 47965865≥+22.87, 47965865≥+186164,margin ≥+20
SATS,DU3053535,10493,,43,1.79769313486232E+308,LMT,SELL,0,28.43,29.43,,1.79769313486232E+308,True,GTC,,
ZGNX,DU3053535,10490,,45,1.79769313486232E+308,LMT,SELL,0,27.82,28.82,,1.79769313486232E+308,True,GTC,,
ZGNX,DU3053535,10491,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.88,0,20.32,,-10.16,True,GTC,,
OSPN,DU3053535,10480,,43,1.79769313486232E+308,LMT,BUY,0,23.32,24.32,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 320228884≥+22.86, 320228884≥+150855,margin ≥+20
OSPN,DU3053535,10481,,43,1.79769313486232E+308,LMT,SELL,0,28.26,29.26,,1.79769313486232E+308,True,GTC,,
LEVI,DU3053535,10478,,44,1.79769313486232E+308,LMT,SELL,0,26.39,27.39,,1.79769313486232E+308,True,GTC,,
LEVI,DU3053535,10479,,44,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,20.93,,-10.47,True,GTC,,
ESCA,DU3053535,10484,,43,1.79769313486232E+308,LMT,SELL,0,28.94,29.94,,1.79769313486232E+308,True,GTC,,
ESCA,DU3053535,10485,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.94,0,21.18,,-10.59,True,GTC,,
OSPN,DU3053535,10482,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.8,0,21.07,,-10.54,True,GTC,,
ESCA,DU3053535,10483,,43,1.79769313486232E+308,LMT,BUY,0,23.58,24.58,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269001≥+23.12, 269001≥+27073,margin ≥+20
NWL,DU3053535,10439,,45,1.79769313486232E+308,LMT,SELL,0,25.3,26.3,,1.79769313486232E+308,True,GTC,,
NWL,DU3053535,10440,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.17,0,20.64,,-10.32,True,GTC,,
SFM,DU3053535,10437,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.17,0,20.11,,-10.06,True,GTC,,
NWL,DU3053535,10438,,45,1.79769313486232E+308,LMT,BUY,0,22.24,23.24,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 10627≥+21.8, 10627≥+1755564,margin ≥+20
TITN,DU3053535,10443,,48,1.79769313486232E+308,TRAIL LIMIT,SELL,1.29,0,19.24,,-9.62,True,GTC,,
CZNC,DU3053535,10444,,47,1.79769313486232E+308,LMT,BUY,0,21.31,22.31,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 30210114≥+20.89, 30210114≥+22327,margin ≥+20
TITN,DU3053535,10441,,48,1.79769313486232E+308,LMT,BUY,0,20.94,21.94,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 47512782≥+20.53, 47512782≥+40327,margin ≥+20
TITN,DU3053535,10442,,48,1.79769313486232E+308,LMT,SELL,0,24.39,25.39,,1.79769313486232E+308,True,GTC,,
VSH,DU3053535,10431,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1,0,19.98,,-9.99,True,GTC,,
XPER,DU3053535,10432,,46,1.79769313486232E+308,LMT,BUY,0,21.84,22.84,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 424895937≥+21.42, 424895937≥+475582,margin ≥+20
VSH,DU3053535,10429,,47,1.79769313486232E+308,LMT,BUY,0,21.39,22.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 13591≥+20.97, 13591≥+405909,margin ≥+20
VSH,DU3053535,10430,,47,1.79769313486232E+308,LMT,SELL,0,23.97,24.97,,1.79769313486232E+308,True,GTC,,
SFM,DU3053535,10435,,47,1.79769313486232E+308,LMT,BUY,0,21.7,22.7,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 132310192≥+21.27, 132310192≥+449564,margin ≥+20
SFM,DU3053535,10436,,47,1.79769313486232E+308,LMT,SELL,0,24.77,25.77,,1.79769313486232E+308,True,GTC,,
XPER,DU3053535,10433,,46,1.79769313486232E+308,LMT,SELL,0,25.54,26.54,,1.79769313486232E+308,True,GTC,,
XPER,DU3053535,10434,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,20.04,,-10.02,True,GTC,,
QNST,DU3053535,10458,,43,1.79769313486232E+308,TRAIL LIMIT,SELL,1.56,0,21.46,,-10.73,True,GTC,,
PS,DU3053535,10459,,45,1.79769313486232E+308,LMT,BUY,0,22.27,23.27,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 317958695≥+21.83, 317958695≥+2391255,margin ≥+20
QNST,DU3053535,10456,,43,1.79769313486232E+308,LMT,BUY,0,23.48,24.48,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 72528894≥+23.02, 72528894≥+110073,margin ≥+20
QNST,DU3053535,10457,,43,1.79769313486232E+308,LMT,SELL,0,27.71,28.71,,1.79769313486232E+308,True,GTC,,
UTZ,DU3053535,10462,,42,1.79769313486232E+308,LMT,BUY,0,24.03,25.03,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 442704160≥+23.56, 442704160≥+467891,margin ≥+20
UTZ,DU3053535,10463,,42,1.79769313486232E+308,LMT,SELL,0,29.95,30.95,,1.79769313486232E+308,True,GTC,,
PS,DU3053535,10460,,45,1.79769313486232E+308,LMT,SELL,0,26.36,27.36,,1.79769313486232E+308,True,GTC,,
PS,DU3053535,10461,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.51,0,20.32,,-10.16,True,GTC,,
ASIX,DU3053535,10447,,46,1.79769313486232E+308,LMT,BUY,0,21.95,22.95,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 247571042≥+21.52, 247571042≥+73400,margin ≥+20
ASIX,DU3053535,10448,,46,1.79769313486232E+308,LMT,SELL,0,26.42,27.42,,1.79769313486232E+308,True,GTC,,
CZNC,DU3053535,10445,,47,1.79769313486232E+308,LMT,SELL,0,24.54,25.54,,1.79769313486232E+308,True,GTC,,
CZNC,DU3053535,10446,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.22,0,19.68,,-9.84,True,GTC,,
SNDR,DU3053535,10454,,46,1.79769313486232E+308,LMT,SELL,0,24.5,25.5,,1.79769313486232E+308,True,GTC,,
SNDR,DU3053535,10455,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,0.96,0,20.66,,-10.33,True,GTC,,
ASIX,DU3053535,10449,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.63,0,19.88,,-9.94,True,GTC,,
SNDR,DU3053535,10453,,46,1.79769313486232E+308,LMT,BUY,0,22.05,23.05,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 271857752≥+21.62, 271857752≥+319000,margin ≥+20
ETH,DU3053535,10407,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.73,0,19.38,,-9.69,True,GTC,,
OPRT,DU3053535,10408,,48,1.79769313486232E+308,LMT,BUY,0,21.11,22.11,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 384944204≥+20.7, 384944204≥+28436,margin ≥+20
ETH,DU3053535,10405,,47,1.79769313486232E+308,LMT,BUY,0,21.53,22.53,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6957≥+21.11, 6957≥+84164,margin ≥+20
ETH,DU3053535,10406,,47,1.79769313486232E+308,LMT,SELL,0,26.29,27.29,,1.79769313486232E+308,True,GTC,,
GDEN,DU3053535,10411,,47,1.79769313486232E+308,LMT,BUY,0,21.66,22.66,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 202072718≥+21.24, 202072718≥+26200,margin ≥+20
GDEN,DU3053535,10412,,47,1.79769313486232E+308,LMT,SELL,0,26.69,27.69,,1.79769313486232E+308,True,GTC,,
OPRT,DU3053535,10409,,48,1.79769313486232E+308,LMT,SELL,0,25.86,26.86,,1.79769313486232E+308,True,GTC,,
OPRT,DU3053535,10410,,48,1.79769313486232E+308,TRAIL LIMIT,SELL,1.72,0,18.98,,-9.49,True,GTC,,
IBCP,DU3053535,10399,,50,1.79769313486232E+308,LMT,BUY,0,20.02,21.02,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 78596788≥+19.63, 78596788≥+43927,margin ≥+20
IBCP,DU3053535,10400,,50,1.79769313486232E+308,LMT,SELL,0,22.95,23.95,,1.79769313486232E+308,True,GTC,,
IBCP,DU3053535,10401,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,1.11,0,18.52,,-9.26,True,GTC,,
FFWM,DU3053535,10423,,47,1.79769313486232E+308,LMT,BUY,0,21.33,22.33,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 172611120≥+20.92, 172611120≥+55891,margin ≥+20
FFWM,DU3053535,10424,,47,1.79769313486232E+308,LMT,SELL,0,24.69,25.69,,1.79769313486232E+308,True,GTC,,
PHB,DU3053535,10421,,51,1.79769313486232E+308,LMT,SELL,0,19.91,20.91,,1.79769313486232E+308,True,GTC,,
PHB,DU3053535,10422,,51,1.79769313486232E+308,TRAIL LIMIT,SELL,0.14,0,19.33,,-9.66,True,GTC,,
FOR,DU3053535,10427,,46,1.79769313486232E+308,LMT,SELL,0,25.65,26.65,,1.79769313486232E+308,True,GTC,,
FOR,DU3053535,10428,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.36,0,20.22,,-10.11,True,GTC,,
FFWM,DU3053535,10425,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.26,0,19.66,,-9.83,True,GTC,,
FOR,DU3053535,10426,,46,1.79769313486232E+308,LMT,BUY,0,22.01,23.01,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 290000402≥+21.58, 290000402≥+36364,margin ≥+20
HTBI,DU3053535,10415,,49,1.79769313486232E+308,LMT,SELL,0,24.06,25.06,,1.79769313486232E+308,True,GTC,,
HTBI,DU3053535,10416,,49,1.79769313486232E+308,TRAIL LIMIT,SELL,1.24,0,19.11,,-9.55,True,GTC,,
GDEN,DU3053535,10413,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.82,0,19.42,,-9.71,True,GTC,,
HTBI,DU3053535,10414,,49,1.79769313486232E+308,LMT,BUY,0,20.76,21.76,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 110418094≥+20.35, 110418094≥+28982,margin ≥+20
PGTI,DU3053535,10419,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.24,0,20.21,,-10.1,True,GTC,,
PHB,DU3053535,10420,,51,1.79769313486232E+308,LMT,BUY,0,19.87,20.87,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 319356966≥+19.48, 319356966≥+754745,margin ≥+20
PGTI,DU3053535,10417,,46,1.79769313486232E+308,LMT,BUY,0,21.88,22.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 39654885≥+21.46, 39654885≥+385527,margin ≥+20
PGTI,DU3053535,10418,,46,1.79769313486232E+308,LMT,SELL,0,25.18,26.18,,1.79769313486232E+308,True,GTC,,
FLIC,DU3053535,10375,,52,1.79769313486232E+308,LMT,BUY,0,19.5,20.5,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269341≥+19.12, 269341≥+33673,margin ≥+20
FLIC,DU3053535,10376,,52,1.79769313486232E+308,LMT,SELL,0,22.6,23.6,,1.79769313486232E+308,True,GTC,,
TMDX,DU3053535,10373,,50,1.79769313486232E+308,LMT,SELL,0,24.65,25.65,,1.79769313486232E+308,True,GTC,,
TMDX,DU3053535,10374,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,1.68,0,17.93,,-8.96,True,GTC,,
FLIC,DU3053535,10377,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,17.95,,-8.97,True,GTC,,
ARD,DU3053535,10367,,53,1.79769313486232E+308,LMT,SELL,0,22.12,23.12,,1.79769313486232E+308,True,GTC,,
ARD,DU3053535,10368,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,17.49,,-8.75,True,GTC,,
OFG,DU3053535,10365,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,17.67,,-8.84,True,GTC,,
ARD,DU3053535,10366,,53,1.79769313486232E+308,LMT,BUY,0,19.02,20.02,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269515669≥+18.65, 269515669≥+23255,margin ≥+20
MSBI,DU3053535,10371,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.28,0,17.56,,-8.78,True,GTC,,
TMDX,DU3053535,10372,,50,1.79769313486232E+308,LMT,BUY,0,20,21,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 364036140≥+19.61, 364036140≥+29982,margin ≥+20
MSBI,DU3053535,10369,,53,1.79769313486232E+308,LMT,BUY,0,19.22,20.22,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 234662854≥+18.84, 234662854≥+32909,margin ≥+20
MSBI,DU3053535,10370,,53,1.79769313486232E+308,LMT,SELL,0,22.68,23.68,,1.79769313486232E+308,True,GTC,,
AAAU,DU3053535,10391,,52,1.79769313486232E+308,LMT,SELL,0,20.27,21.27,,1.79769313486232E+308,True,GTC,,
AAAU,DU3053535,10392,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,0.43,0,18.57,,-9.29,True,GTC,,
GLDM,DU3053535,10389,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,0.48,0,18.58,,-9.29,True,GTC,,
AAAU,DU3053535,10390,,52,1.79769313486232E+308,LMT,BUY,0,19.38,20.38,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 458886642≥+19, 458886642≥+36145,margin ≥+20
ITRN,DU3053535,10395,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,1.34,0,18.55,,-9.27,True,GTC,,
ITRN,DU3053535,10393,,50,1.79769313486232E+308,LMT,BUY,0,20.29,21.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 36237954≥+19.89, 36237954≥+21818,margin ≥+20
ITRN,DU3053535,10394,,50,1.79769313486232E+308,LMT,SELL,0,23.9,24.9,,1.79769313486232E+308,True,GTC,,
WSBF,DU3053535,10383,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,0.83,0,18.32,,-9.16,True,GTC,,
SA,DU3053535,10384,,46,1.79769313486232E+308,LMT,BUY,0,22.15,23.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 28712051≥+21.72, 28712051≥+23927,margin ≥+20
WSBF,DU3053535,10381,,52,1.79769313486232E+308,LMT,BUY,0,19.53,20.53,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 142893880≥+19.15, 142893880≥+56073,margin ≥+20
WSBF,DU3053535,10382,,52,1.79769313486232E+308,LMT,SELL,0,21.63,22.63,,1.79769313486232E+308,True,GTC,,
GLDM,DU3053535,10387,,52,1.79769313486232E+308,LMT,BUY,0,19.44,20.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 323612136≥+19.06, 323612136≥+217091,margin ≥+20
GLDM,DU3053535,10388,,52,1.79769313486232E+308,LMT,SELL,0,20.5,21.5,,1.79769313486232E+308,True,GTC,,
SA,DU3053535,10385,,46,1.79769313486232E+308,LMT,SELL,0,27.56,28.56,,1.79769313486232E+308,True,GTC,,
SA,DU3053535,10386,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.95,0,19.77,,-9.88,True,GTC,,
AMSWA,DU3053535,10343,,56,1.79769313486232E+308,LMT,SELL,0,20.94,21.94,,1.79769313486232E+308,True,GTC,,
AMSWA,DU3053535,10344,,56,1.79769313486232E+308,TRAIL LIMIT,SELL,1.11,0,16.49,,-8.25,True,GTC,,
AMSWA,DU3053535,10342,,56,1.79769313486232E+308,LMT,BUY,0,17.95,18.95,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 266183≥+17.6, 266183≥+59836,margin ≥+20
TSC,DU3053535,10347,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.6,0,16.74,,-8.37,True,GTC,,
YOLO,DU3053535,10348,,54,1.79769313486232E+308,LMT,BUY,0,18.79,19.79,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 361208023≥+18.43, 361208023≥+20455,margin ≥+20
