,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
BGCP,DU3053535,10109,,217,1.79769313486232E+308,LMT,SELL,0,5.67,6.67,,1.79769313486232E+308,True,GTC,,
BGCP,DU3053535,10110,,217,1.79769313486232E+308,TRAIL LIMIT,SELL,0.36,0,4.24,,-2.12,True,GTC,,
BCSF,DU3053535,10115,,74,1.79769313486232E+308,LMT,SELL,0,15.68,16.68,,1.79769313486232E+308,True,GTC,,
BCSF,DU3053535,10116,,74,1.79769313486232E+308,TRAIL LIMIT,SELL,0.77,0,12.6,,-6.3,True,GTC,,
BDN,DU3053535,10113,,79,1.79769313486232E+308,TRAIL LIMIT,SELL,0.76,0,11.87,,-5.93,True,GTC,,
BCSF,DU3053535,10114,,74,1.79769313486232E+308,LMT,BUY,0,13.64,14.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 341513071≥+13.37, 341513071≥+170091,margin ≥+20
RVSB,DU3053535,10133,,172,1.79769313486232E+308,LMT,SELL,0,7.18,8.18,,1.79769313486232E+308,True,GTC,,
RVSB,DU3053535,10134,,172,1.79769313486232E+308,TRAIL LIMIT,SELL,0.46,0,5.33,,-2.66,True,GTC,,
CIA,DU3053535,10139,,154,1.79769313486232E+308,LMT,SELL,0,7.8,8.8,,1.79769313486232E+308,True,GTC,,
CIA,DU3053535,10140,,154,1.79769313486232E+308,TRAIL LIMIT,SELL,0.44,0,6.02,,-3.01,True,GTC,,
CIA,DU3053535,10138,,154,1.79769313486232E+308,LMT,BUY,0,6.59,7.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 754105≥+6.46, 754105≥+41745,margin ≥+20
RVSB,DU3053535,10132,,172,1.79769313486232E+308,LMT,BUY,0,5.91,6.91,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4817655≥+5.79, 4817655≥+27327,margin ≥+20
BPFH,DU3053535,10087,,116,1.79769313486232E+308,LMT,BUY,0,8.77,9.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4727359≥+8.6, 4727359≥+447764,margin ≥+20
BPFH,DU3053535,10088,,116,1.79769313486232E+308,LMT,SELL,0,10.16,11.16,,1.79769313486232E+308,True,GTC,,
BPMP,DU3053535,10085,,87,1.79769313486232E+308,LMT,SELL,0,13.64,14.64,,1.79769313486232E+308,True,GTC,,
BPMP,DU3053535,10086,,87,1.79769313486232E+308,TRAIL LIMIT,SELL,0.73,0,10.71,,-5.36,True,GTC,,
BOX,DU3053535,10091,,48,1.79769313486232E+308,LMT,SELL,0,25.4,26.4,,1.79769313486232E+308,True,GTC,,
BOX,DU3053535,10092,,48,1.79769313486232E+308,TRAIL LIMIT,SELL,1.63,0,18.89,,-9.44,True,GTC,,
BPFH,DU3053535,10089,,116,1.79769313486232E+308,TRAIL LIMIT,SELL,0.52,0,8.08,,-4.04,True,GTC,,
BOX,DU3053535,10090,,48,1.79769313486232E+308,LMT,BUY,0,20.93,21.93,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 181158987≥+20.52, 181158987≥+667473,margin ≥+20
BPYU,DU3053535,10079,,59,1.79769313486232E+308,LMT,SELL,0,20.18,21.18,,1.79769313486232E+308,True,GTC,,
BPYU,DU3053535,10080,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,15.55,,-7.78,True,GTC,,
BRFS,DU3053535,10077,,213,1.79769313486232E+308,TRAIL LIMIT,SELL,0.34,0,4.33,,-2.16,True,GTC,,
BPYU,DU3053535,10078,,59,1.79769313486232E+308,LMT,BUY,0,17.04,18.04,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 331454538≥+16.7, 331454538≥+324618,margin ≥+20
BPY,DU3053535,10083,,61,1.79769313486232E+308,TRAIL LIMIT,SELL,1.07,0,15.19,,-7.59,True,GTC,,
BPMP,DU3053535,10084,,87,1.79769313486232E+308,LMT,BUY,0,11.67,12.67,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 293692432≥+11.44, 293692432≥+20309,margin ≥+20
BPY,DU3053535,10081,,61,1.79769313486232E+308,LMT,BUY,0,16.59,17.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 124725612≥+16.27, 124725612≥+183964,margin ≥+20
BPY,DU3053535,10082,,61,1.79769313486232E+308,LMT,SELL,0,19.48,20.48,,1.79769313486232E+308,True,GTC,,
BHC,DU3053535,10103,,45,1.79769313486232E+308,LMT,SELL,0,25.96,26.96,,1.79769313486232E+308,True,GTC,,
BHC,DU3053535,10104,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,20.47,,-10.23,True,GTC,,
BLMN,DU3053535,10101,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,18.62,,-9.31,True,GTC,,
BHC,DU3053535,10102,,45,1.79769313486232E+308,LMT,BUY,0,22.28,23.28,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 325536414≥+21.85, 325536414≥+444200,margin ≥+20
BGY,DU3053535,10107,,167,1.79769313486232E+308,TRAIL LIMIT,SELL,0.17,0,5.81,,-2.91,True,GTC,,
BGCP,DU3053535,10108,,217,1.79769313486232E+308,LMT,BUY,0,4.69,5.69,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 50022234≥+4.59, 50022234≥+1490436,margin ≥+20
BGY,DU3053535,10105,,167,1.79769313486232E+308,LMT,BUY,0,6.1,7.1,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 44290421≥+5.98, 44290421≥+35618,margin ≥+20
BGY,DU3053535,10106,,167,1.79769313486232E+308,LMT,SELL,0,6.49,7.49,,1.79769313486232E+308,True,GTC,,
BNL,DU3053535,10095,,49,1.79769313486232E+308,TRAIL LIMIT,SELL,0.98,0,19.39,,-9.7,True,GTC,,
BNFT,DU3053535,10096,,65,1.79769313486232E+308,LMT,BUY,0,15.47,16.47,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 134581271≥+15.17, 134581271≥+64473,margin ≥+20
BNL,DU3053535,10093,,49,1.79769313486232E+308,LMT,BUY,0,20.78,21.78,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 445194068≥+20.37, 445194068≥+976527,margin ≥+20
BNL,DU3053535,10094,,49,1.79769313486232E+308,LMT,SELL,0,23.31,24.31,,1.79769313486232E+308,True,GTC,,
BLMN,DU3053535,10099,,50,1.79769313486232E+308,LMT,BUY,0,20.39,21.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 111837984≥+19.99, 111837984≥+487964,margin ≥+20
BLMN,DU3053535,10100,,50,1.79769313486232E+308,LMT,SELL,0,24.1,25.1,,1.79769313486232E+308,True,GTC,,
BNFT,DU3053535,10097,,65,1.79769313486232E+308,LMT,SELL,0,19.14,20.14,,1.79769313486232E+308,True,GTC,,
BNFT,DU3053535,10098,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1.32,0,13.84,,-6.92,True,GTC,,
SPNS,DU3053535,11088,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,1.88,0,28.85,,-14.43,True,GTC,,
ROAD,DU3053535,11089,,32,1.79769313486232E+308,LMT,BUY,0,31.22,32.22,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 316805141≥+30.61, 316805141≥+50636,margin ≥+20
SPNS,DU3053535,11086,,32,1.79769313486232E+308,LMT,BUY,0,31.34,32.34,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 330867311≥+30.73, 330867311≥+59473,margin ≥+20
SPNS,DU3053535,11087,,32,1.79769313486232E+308,LMT,SELL,0,36.36,37.36,,1.79769313486232E+308,True,GTC,,
WHD,DU3053535,11092,,34,1.79769313486232E+308,LMT,BUY,0,29.34,30.34,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 305881950≥+28.76, 305881950≥+152291,margin ≥+20
WHD,DU3053535,11093,,34,1.79769313486232E+308,LMT,SELL,0,35.37,36.37,,1.79769313486232E+308,True,GTC,,
ROAD,DU3053535,11090,,32,1.79769313486232E+308,LMT,SELL,0,38.96,39.96,,1.79769313486232E+308,True,GTC,,
ROAD,DU3053535,11091,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,2.78,0,27.83,,-13.92,True,GTC,,
PPL,DU3053535,11080,,34,1.79769313486232E+308,LMT,BUY,0,29.23,30.23,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 661547≥+28.66, 661547≥+3745873,margin ≥+20
PPL,DU3053535,11081,,34,1.79769313486232E+308,LMT,SELL,0,32.95,33.95,,1.79769313486232E+308,True,GTC,,
SCSC,DU3053535,11078,,35,1.79769313486232E+308,LMT,SELL,0,34.85,35.85,,1.79769313486232E+308,True,GTC,,
SCSC,DU3053535,11079,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,2.18,0,26.13,,-13.06,True,GTC,,
ODP,DU3053535,11084,,32,1.79769313486232E+308,LMT,SELL,0,37.81,38.81,,1.79769313486232E+308,True,GTC,,
ODP,DU3053535,11085,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,2.41,0,28.17,,-14.08,True,GTC,,
PPL,DU3053535,11082,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.43,0,27.23,,-13.62,True,GTC,,
ODP,DU3053535,11083,,32,1.79769313486232E+308,LMT,BUY,0,31.19,32.19,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 430623293≥+30.58, 430623293≥+196109,margin ≥+20
GMS,DU3053535,11107,,31,1.79769313486232E+308,LMT,BUY,0,31.95,32.95,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 234662857≥+31.32, 234662857≥+218945,margin ≥+20
GMS,DU3053535,11108,,31,1.79769313486232E+308,LMT,SELL,0,38.12,39.12,,1.79769313486232E+308,True,GTC,,
FOX,DU3053535,11102,,33,1.79769313486232E+308,LMT,SELL,0,35,36,,1.79769313486232E+308,True,GTC,,
FOX,DU3053535,11103,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,1.72,0,28.11,,-14.06,True,GTC,,
BXS,DU3053535,11111,,34,1.79769313486232E+308,LMT,SELL,0,33.79,34.79,,1.79769313486232E+308,True,GTC,,
BXS,DU3053535,11112,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.49,0,27.83,,-13.92,True,GTC,,
GMS,DU3053535,11109,,31,1.79769313486232E+308,TRAIL LIMIT,SELL,2.26,0,29.06,,-14.53,True,GTC,,
BXS,DU3053535,11110,,34,1.79769313486232E+308,LMT,BUY,0,29.91,30.91,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 294631954≥+29.32, 294631954≥+269091,margin ≥+20
TRGP,DU3053535,11096,,33,1.79769313486232E+308,LMT,SELL,0,37.31,38.31,,1.79769313486232E+308,True,GTC,,
TRGP,DU3053535,11097,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,2.54,0,27.15,,-13.57,True,GTC,,
WHD,DU3053535,11094,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.2,0,26.56,,-13.28,True,GTC,,
TRGP,DU3053535,11095,,33,1.79769313486232E+308,LMT,BUY,0,30.29,31.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 81671838≥+29.69, 81671838≥+808091,margin ≥+20
DISCA,DU3053535,11100,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,2.11,0,28.32,,-14.16,True,GTC,,
FOX,DU3053535,11101,,33,1.79769313486232E+308,LMT,BUY,0,30.43,31.43,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 356858007≥+29.83, 356858007≥+699291,margin ≥+20
DISCA,DU3053535,11098,,32,1.79769313486232E+308,LMT,BUY,0,31.03,32.03,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 53855036≥+30.43, 53855036≥+2307673,margin ≥+20
DISCA,DU3053535,11099,,32,1.79769313486232E+308,LMT,SELL,0,36.76,37.76,,1.79769313486232E+308,True,GTC,,
TRMK,DU3053535,11056,,34,1.79769313486232E+308,LMT,BUY,0,29.38,30.38,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 275298≥+28.81, 275298≥+168018,margin ≥+20
TRMK,DU3053535,11057,,34,1.79769313486232E+308,LMT,SELL,0,33.62,34.62,,1.79769313486232E+308,True,GTC,,
AEL,DU3053535,11054,,33,1.79769313486232E+308,LMT,SELL,0,36.56,37.56,,1.79769313486232E+308,True,GTC,,
AEL,DU3053535,11055,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,2.25,0,27.57,,-13.78,True,GTC,,
GIL,DU3053535,11060,,34,1.79769313486232E+308,LMT,SELL,0,33.91,34.91,,1.79769313486232E+308,True,GTC,,
GIL,DU3053535,11061,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.56,0,27.69,,-13.85,True,GTC,,
TRMK,DU3053535,11058,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.6,0,27.2,,-13.6,True,GTC,,
GIL,DU3053535,11059,,34,1.79769313486232E+308,LMT,BUY,0,29.83,30.83,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6227314≥+29.24, 6227314≥+35145,margin ≥+20
MMYT,DU3053535,11048,,34,1.79769313486232E+308,LMT,SELL,0,36.39,37.39,,1.79769313486232E+308,True,GTC,,
MMYT,DU3053535,11049,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.38,0,26.88,,-13.44,True,GTC,,
CHA,DU3053535,11046,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.45,0,27.95,,-13.98,True,GTC,,
MMYT,DU3053535,11047,,34,1.79769313486232E+308,LMT,BUY,0,29.84,30.84,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 77879741≥+29.26, 77879741≥+51182,margin ≥+20
CPSI,DU3053535,11052,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.71,0,27.45,,-13.72,True,GTC,,
AEL,DU3053535,11053,,33,1.79769313486232E+308,LMT,BUY,0,30.42,31.42,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 26968570≥+29.82, 26968570≥+643200,margin ≥+20
CPSI,DU3053535,11050,,34,1.79769313486232E+308,LMT,BUY,0,29.75,30.75,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 15018602≥+29.16, 15018602≥+50055,margin ≥+20
CPSI,DU3053535,11051,,34,1.79769313486232E+308,LMT,SELL,0,34.3,35.3,,1.79769313486232E+308,True,GTC,,
SHYF,DU3053535,11072,,33,1.79769313486232E+308,LMT,SELL,0,35.98,36.98,,1.79769313486232E+308,True,GTC,,
SHYF,DU3053535,11073,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,1.99,0,28.04,,-14.02,True,GTC,,
BBJP,DU3053535,11070,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,0.56,0,27.59,,-13.79,True,GTC,,
SHYF,DU3053535,11071,,33,1.79769313486232E+308,LMT,BUY,0,30.63,31.63,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 424737161≥+30.03, 424737161≥+56600,margin ≥+20
PRIM,DU3053535,11076,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.69,0,27.58,,-13.79,True,GTC,,
SCSC,DU3053535,11077,,35,1.79769313486232E+308,LMT,BUY,0,28.88,29.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4817876≥+28.31, 4817876≥+70545,margin ≥+20
PRIM,DU3053535,11074,,34,1.79769313486232E+308,LMT,BUY,0,29.85,30.85,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 53509761≥+29.27, 53509761≥+111073,margin ≥+20
PRIM,DU3053535,11075,,34,1.79769313486232E+308,LMT,SELL,0,34.34,35.34,,1.79769313486232E+308,True,GTC,,
UCBI,DU3053535,11064,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.37,0,28.03,,-14.02,True,GTC,,
AMLP,DU3053535,11065,,34,1.79769313486232E+308,LMT,BUY,0,29.55,30.55,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 419585780≥+28.97, 419585780≥+5097418,margin ≥+20
UCBI,DU3053535,11062,,34,1.79769313486232E+308,LMT,BUY,0,29.98,30.98,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 89596963≥+29.39, 89596963≥+493855,margin ≥+20
UCBI,DU3053535,11063,,34,1.79769313486232E+308,LMT,SELL,0,33.49,34.49,,1.79769313486232E+308,True,GTC,,
BBJP,DU3053535,11068,,35,1.79769313486232E+308,LMT,BUY,0,28.72,29.72,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 321533907≥+28.16, 321533907≥+80055,margin ≥+20
BBJP,DU3053535,11069,,35,1.79769313486232E+308,LMT,SELL,0,29.84,30.84,,1.79769313486232E+308,True,GTC,,
AMLP,DU3053535,11066,,34,1.79769313486232E+308,LMT,SELL,0,34.88,35.88,,1.79769313486232E+308,True,GTC,,
AMLP,DU3053535,11067,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.97,0,27,,-13.5,True,GTC,,
ABB,DU3053535,11024,,35,1.79769313486232E+308,LMT,SELL,0,31.27,32.27,,1.79769313486232E+308,True,GTC,,
ABB,DU3053535,11025,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,1,0,27.26,,-13.63,True,GTC,,
HVT,DU3053535,11022,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,2.68,0,28,,-14,True,GTC,,
ABB,DU3053535,11023,,35,1.79769313486232E+308,LMT,BUY,0,28.82,29.82,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 11962137≥+28.26, 11962137≥+110655,margin ≥+20
BBCA,DU3053535,11028,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,0.7,0,27.09,,-13.55,True,GTC,,
GOVT,DU3053535,11029,,36,1.79769313486232E+308,LMT,BUY,0,28.07,29.07,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 102436165≥+27.52, 102436165≥+8676145,margin ≥+20
BBCA,DU3053535,11026,,35,1.79769313486232E+308,LMT,BUY,0,28.34,29.34,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 328860323≥+27.78, 328860323≥+61418,margin ≥+20
BBCA,DU3053535,11027,,35,1.79769313486232E+308,LMT,SELL,0,29.88,30.88,,1.79769313486232E+308,True,GTC,,
VCEL,DU3053535,11016,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,2.5,0,27.54,,-13.77,True,GTC,,
CC,DU3053535,11017,,34,1.79769313486232E+308,LMT,BUY,0,29.56,30.56,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 196682709≥+28.98, 196682709≥+453400,margin ≥+20
VCEL,DU3053535,11014,,33,1.79769313486232E+308,LMT,BUY,0,30.64,31.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 174968098≥+30.04, 174968098≥+251655,margin ≥+20
VCEL,DU3053535,11015,,33,1.79769313486232E+308,LMT,SELL,0,37.54,38.54,,1.79769313486232E+308,True,GTC,,
HVT,DU3053535,11020,,32,1.79769313486232E+308,LMT,BUY,0,31.3,32.3,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 270015≥+30.68, 270015≥+118982,margin ≥+20
HVT,DU3053535,11021,,32,1.79769313486232E+308,LMT,SELL,0,38.72,39.72,,1.79769313486232E+308,True,GTC,,
CC,DU3053535,11018,,34,1.79769313486232E+308,LMT,SELL,0,35.52,36.52,,1.79769313486232E+308,True,GTC,,
CC,DU3053535,11019,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.18,0,26.8,,-13.4,True,GTC,,
BHE,DU3053535,11040,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,1.63,0,26.83,,-13.41,True,GTC,,
AVTR,DU3053535,11041,,34,1.79769313486232E+308,LMT,BUY,0,29.44,30.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 366131368≥+28.87, 366131368≥+1542600,margin ≥+20
BHE,DU3053535,11038,,35,1.79769313486232E+308,LMT,BUY,0,29.03,30.03,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3141362≥+28.46, 3141362≥+201455,margin ≥+20
BHE,DU3053535,11039,,35,1.79769313486232E+308,LMT,SELL,0,33.35,34.35,,1.79769313486232E+308,True,GTC,,
CHA,DU3053535,11044,,34,1.79769313486232E+308,LMT,BUY,0,29.98,30.98,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 16516843≥+29.39, 16516843≥+29273,margin ≥+20
CHA,DU3053535,11045,,34,1.79769313486232E+308,LMT,SELL,0,33.74,34.74,,1.79769313486232E+308,True,GTC,,
AVTR,DU3053535,11042,,34,1.79769313486232E+308,LMT,SELL,0,33.91,34.91,,1.79769313486232E+308,True,GTC,,
AVTR,DU3053535,11043,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.68,0,27.19,,-13.6,True,GTC,,
GFL,DU3053535,11032,,33,1.79769313486232E+308,LMT,BUY,0,30.22,31.22,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 406766975≥+29.63, 406766975≥+172127,margin ≥+20
GFL,DU3053535,11033,,33,1.79769313486232E+308,LMT,SELL,0,35.7,36.7,,1.79769313486232E+308,True,GTC,,
GOVT,DU3053535,11030,,36,1.79769313486232E+308,LMT,SELL,0,28.04,29.04,,1.79769313486232E+308,True,GTC,,
GOVT,DU3053535,11031,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,0.17,0,27.35,,-13.68,True,GTC,,
ETNB,DU3053535,11036,,34,1.79769313486232E+308,LMT,SELL,0,37.38,38.38,,1.79769313486232E+308,True,GTC,,
ETNB,DU3053535,11037,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.66,0,26.74,,-13.37,True,GTC,,
GFL,DU3053535,11034,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,2.02,0,27.6,,-13.8,True,GTC,,
ETNB,DU3053535,11035,,34,1.79769313486232E+308,LMT,BUY,0,29.99,30.99,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 391048326≥+29.4, 391048326≥+76382,margin ≥+20
ECHO,DU3053535,10992,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,1.82,0,27.68,,-13.84,True,GTC,,
URBN,DU3053535,10993,,34,1.79769313486232E+308,LMT,BUY,0,29.42,30.42,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 275527≥+28.84, 275527≥+279018,margin ≥+20
ECHO,DU3053535,10990,,33,1.79769313486232E+308,LMT,BUY,0,30.08,31.08,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 69254051≥+29.5, 69254051≥+134709,margin ≥+20
ECHO,DU3053535,10991,,33,1.79769313486232E+308,LMT,SELL,0,34.95,35.95,,1.79769313486232E+308,True,GTC,,
OFC,DU3053535,10996,,36,1.79769313486232E+308,LMT,BUY,0,27.9,28.9,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6607758≥+27.35, 6607758≥+322182,margin ≥+20
OFC,DU3053535,10997,,36,1.79769313486232E+308,LMT,SELL,0,31.23,32.23,,1.79769313486232E+308,True,GTC,,
URBN,DU3053535,10994,,34,1.79769313486232E+308,LMT,SELL,0,35.54,36.54,,1.79769313486232E+308,True,GTC,,
URBN,DU3053535,10995,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.23,0,26.61,,-13.31,True,GTC,,
COWN,DU3053535,10984,,34,1.79769313486232E+308,LMT,BUY,0,29.15,30.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 257771198≥+28.58, 257771198≥+109927,margin ≥+20
COWN,DU3053535,10985,,34,1.79769313486232E+308,LMT,SELL,0,34.31,35.31,,1.79769313486232E+308,True,GTC,,
HSBC,DU3053535,10982,,35,1.79769313486232E+308,LMT,SELL,0,32.39,33.39,,1.79769313486232E+308,True,GTC,,
HSBC,DU3053535,10983,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,1.54,0,26.25,,-13.13,True,GTC,,
AIZN,DU3053535,10988,,36,1.79769313486232E+308,LMT,SELL,0,29.35,30.35,,1.79769313486232E+308,True,GTC,,
AIZN,DU3053535,10989,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,0.62,0,26.88,,-13.44,True,GTC,,
COWN,DU3053535,10986,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.91,0,26.67,,-13.33,True,GTC,,
AIZN,DU3053535,10987,,36,1.79769313486232E+308,LMT,BUY,0,28.05,29.05,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 457291443≥+27.5, 457291443≥+40691,margin ≥+20
SGRY,DU3053535,11008,,32,1.79769313486232E+308,LMT,BUY,0,30.98,31.98,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 208523102≥+30.37, 208523102≥+64236,margin ≥+20
SGRY,DU3053535,11009,,32,1.79769313486232E+308,LMT,SELL,0,38.32,39.32,,1.79769313486232E+308,True,GTC,,
FITB,DU3053535,11006,,34,1.79769313486232E+308,LMT,SELL,0,34.15,35.15,,1.79769313486232E+308,True,GTC,,
FITB,DU3053535,11007,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,1.72,0,27.26,,-13.63,True,GTC,,
AUDC,DU3053535,11012,,33,1.79769313486232E+308,LMT,SELL,0,35.87,36.87,,1.79769313486232E+308,True,GTC,,
AUDC,DU3053535,11013,,33,1.79769313486232E+308,TRAIL LIMIT,SELL,2.01,0,27.82,,-13.91,True,GTC,,
SGRY,DU3053535,11010,,32,1.79769313486232E+308,TRAIL LIMIT,SELL,2.65,0,27.72,,-13.86,True,GTC,,
AUDC,DU3053535,11011,,33,1.79769313486232E+308,LMT,BUY,0,30.43,31.43,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6324655≥+29.83, 6324655≥+22764,margin ≥+20
SCHL,DU3053535,11000,,36,1.79769313486232E+308,LMT,SELL,0,34.39,35.39,,1.79769313486232E+308,True,GTC,,
SCHL,DU3053535,11001,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,2.38,0,24.87,,-12.44,True,GTC,,
OFC,DU3053535,10998,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,1.29,0,26.06,,-13.03,True,GTC,,
SCHL,DU3053535,10999,,36,1.79769313486232E+308,LMT,BUY,0,27.79,28.79,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 274128≥+27.25, 274128≥+97909,margin ≥+20
PEBO,DU3053535,11004,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,1.57,0,26.85,,-13.42,True,GTC,,
FITB,DU3053535,11005,,34,1.79769313486232E+308,LMT,BUY,0,29.56,30.56,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269318≥+28.98, 269318≥+1625000,margin ≥+20
PEBO,DU3053535,11002,,35,1.79769313486232E+308,LMT,BUY,0,29,30,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655799≥+28.43, 3655799≥+31564,margin ≥+20
PEBO,DU3053535,11003,,35,1.79769313486232E+308,LMT,SELL,0,33.15,34.15,,1.79769313486232E+308,True,GTC,,
GVA,DU3053535,10960,,34,1.79769313486232E+308,LMT,BUY,0,29.46,30.46,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2743636≥+28.88, 2743636≥+65400,margin ≥+20
GVA,DU3053535,10961,,34,1.79769313486232E+308,LMT,SELL,0,34.81,35.81,,1.79769313486232E+308,True,GTC,,
AIQ,DU3053535,10958,,36,1.79769313486232E+308,LMT,SELL,0,29.63,30.63,,1.79769313486232E+308,True,GTC,,
