Date,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW
30/12/2013,0.3852,0.3897,0.3897,0.3807
02/01/2014,0.3943,0.3943,0.3943,0.3943
03/01/2014,0.3897,0.3897,0.3943,0.3897
06/01/2014,0.3897,0.3897,0.3897,0.3897
07/01/2014,0.3897,0.3897,0.3897,0.3897
08/01/2014,0.3897,0.3897,0.3943,0.3897
09/01/2014,0.3897,0.3897,0.3943,0.3897
10/01/2014,0.3897,0.3897,0.3943,0.3897
13/01/2014,0.3897,0.3897,0.3943,0.3897
14/01/2014,0.3943,0.3897,0.3943,0.3897
15/01/2014,0.4033,0.3943,0.4033,0.3943
16/01/2014,0.3988,0.4033,0.4033,0.3988
17/01/2014,0.4033,0.3988,0.4033,0.3988
20/01/2014,0.3988,0.3988,0.3988,0.3988
21/01/2014,0.3988,0.3988,0.3988,0.3988
22/01/2014,0.3988,0.3988,0.4033,0.3943
23/01/2014,0.4033,0.3988,0.4033,0.3943
24/01/2014,0.3988,0.3988,0.3988,0.3943
27/01/2014,0.3897,0.3943,0.3943,0.3852
28/01/2014,0.3943,0.3852,0.3943,0.3852
29/01/2014,0.3897,0.3943,0.3943,0.3897
30/01/2014,0.3807,0.3852,0.3897,0.3807
04/02/2014,0.3897,0.3807,0.3897,0.3807
05/02/2014,0.3897,0.3852,0.3897,0.3852
